pond_id,region,Event date,Initial entry,Pond status,Type,Logged by,Data verification method,Data verified by,Data verification notes,Lifecycle,Current fish stocking density per acre,Current shrimp stocking density per acre,Species,Species ratio,Reported target weight in grams,Communicated stock density limit,Average fish weight (in grams),Average weight of Catla (Catla catla) (in grams),Average weight of Rohu (Labeo rohita) (in grams),Average weight of Mrigal (Cirrhinus cirrhosus) (in grams),Average weight of Grass Carp (Ctenopharyngodon idella) (in grams),Average weight of Common Carp (Cyprinus carpio) (in grams),Average weight of Roopchand (in grams),Average weight of Whiteleg Shrimp (Litopenaeus vannamei) (in grams),Average weight of Pangasius (in grams),Intended fish stocking density (per acre),Intended fish stocking density (entire pond),Actual fish stocking density (per acre),Fish stocking density (entire pond),Fish purchases diverted,Intended shrimp stocking density (per acre),Intended shrimp stocking density (entire pond),Actual shrimp stocking density (per acre),Actual shrimp stocking density (entire pond),Shrimp purchases diverted,Did the farmer do pond preparation?,Explain what the farmer did for pond preparation,Harvest reason,"Fish harvested (total, in kg)","Shrimp harvested (total, in kg)","Fish left in the pond (total, in individuals)","Shrimp left in the pond (total, in individuals)",Is the farmer planning to do pond preparation?,Explain what the farmer is planning to do for pond preparation,Notes,Lifecycle is updated accordingly on the master doc,Created at
ara2_cd998399,Eluru,08/10/2024,No,Treatment,Stocking,Praveen,Verbal communication,,,Grow-out,2996.0,,"Catla (Catla catla), Rohu (Labeo rohita)",9.2:0.8,,,308.0,400.0,300.0,,,,,,,2996,81500.0,2996.0,81500.0,0.0,,,,,,0,,,,,,,,,,,09/14/2024 04:18
ara2_8cf52ce5,Eluru,08/09/2024,No,Treatment,Harvest,Praveen,Verbal communication,,,,0.0,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,230.0,,,,,,,,,,,,,,,,,,,,,Planned harvest,4000,,0,,0,,,,09/10/2024 07:21
ara2_51ffa437,Eluru,08/08/2024,No,Treatment,Harvest,Praveen,,,,,0.0,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,100.0,,,,,,,,,,,,,,,,,,,,,Planned harvest,9000,,0,,1,The farmer is planning to the dry pond preparation by removing all the water. He is also repairing the dikes of the pond.,The farmer has transferred all the fish from this pond to his own breed-out pond.,,08/28/2024 09:32
ara2_4ce1c3bb,Eluru,08/05/2024,Yes,Treatment,Stocking,Praveen,,,,,8889.0,0.0,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,,,,,,,,,,,8889,,8889.0,,0.0,,,,,,0,,,,,,,,,,,10/17/2024 09:39
ara2_cb372445,Eluru,08/05/2024,No,Treatment,Harvest,Praveen,,,,,0.0,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,300.0,,,,,,,,,,,,,,,,,,,,,Planned harvest,24000,,0,,0,,The farmer has harvested this pond and shifted the fish to his own grow-out pond.,,08/28/2024 09:28
ara2_b77a0d03,Nellore,08/04/2024,No,Control,Harvest,Chaitanya,Verbal communication,,,,0.0,,Roopchand,,,,1100.0,,,,,,,,,,,,,,,,,,,,,Planned harvest,27000,,0,,1,Sun dry the pond bottom,,,10/29/2024 11:02
ara2_96339578,Eluru,08/03/2024,No,Treatment,Stocking,Praveen,Verbal communication,,,Nursery,58824.0,,Roopchand,10:0,,,5.0,,,,,,5.0,,,58824,500000.0,58824.0,500000.0,0.0,,,,,,0,,,,,,,,,,,12/06/2024 07:51
ara2_3f9ee6c3,Nellore,08/02/2024,No,Treatment,Stocking,Chaitanya,Verbal communication,,,Grow-out,3399.0,,"Catla (Catla catla), Rohu (Labeo rohita), Grass Carp (Ctenopharyngodon idella)",9.5:0.3:0.2,,,100.0,40.0,100.0,,40.0,,,,,3399,12000.0,3399.0,12000.0,0.0,,,,,,1,"Sun dried the pond, removed the sludge",,,,,,,,,,10/28/2024 05:39
ara2_f5124b92,Eluru,08/02/2024,No,Treatment,Stocking,Praveen,Verbal communication,,,Grow-out,1921.0,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,,600.0,,,,,,,,,1921,15000.0,1921.0,15000.0,0.0,,,,,,0,,,,,,,,,,,09/10/2024 07:16
ara2_957cbe38,Eluru,08/02/2024,No,Treatment,Partial harvest,Praveen,,,,,1115.0,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,600.0,,,,,,,,,,,,,,,,,,,,,Planned harvest,9000,,10000,,0,,The farmer has moved this fish into his own pond that is completely harvested.,,08/28/2024 06:14
ara2_f8742535,Eluru,07/29/2024,No,Treatment,Harvest,Praveen,Verbal communication,,,,0.0,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,800.0,,,,,,,,,,,,,,,,,,,,,Planned harvest,52000,,0,,0,,,,09/25/2024 05:28
ara2_00793177,Eluru,07/29/2024,Yes,Treatment,Stocking,Praveen,,,,,2493.0,0.0,"Catla (Catla catla), Rohu (Labeo rohita)",9.9:0.1,,,,,,,,,,,,2493,,2493.0,,0.0,,,,,,0,,,,,,,,,,,09/09/2024 10:49
ara2_084db03a,Eluru,07/28/2024,No,Treatment,Stocking,Praveen,Verbal communication,,,Breed-out,11733.0,,"Catla (Catla catla), Rohu (Labeo rohita)",9.1:0.9,,,40.0,40.0,40.0,,,,,,,11733,17600.0,11733.0,17600.0,0.0,,,,,,0,,,,,,,,,,,09/25/2024 05:36
ara2_0ac139b5,Eluru,07/28/2024,Yes,Treatment,Stocking,Praveen,,,,,2622.0,0.0,"Catla (Catla catla), Rohu (Labeo rohita)",9.3:0.7,,,,,,,,,,,,2622,,2622.0,,0.0,,,,,,0,,,,,,,,,,,09/09/2024 10:34
ara2_96339578,Eluru,07/27/2024,No,Treatment,Harvest,Praveen,Verbal communication,,,,0.0,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,600.0,,,,,,,,,,,,,,,,,,,,,Planned harvest,22000,,0,,0,,,,09/27/2024 04:51
ara2_7ac87fad,Eluru,07/27/2024,No,Treatment,Harvest,Praveen,,,,,0.0,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,1700.0,,,,,,,,,,,,,,,,,,,,,Planned harvest,112200,,0,,1,The farmer has applied super PS to clear the bottom and also added water probiotics.,,,08/28/2024 07:16
ara2_d19ebe54,Eluru,07/26/2024,Yes,Treatment,Stocking,Praveen,Verbal communication,,,Grow-out,2529.0,2529.0,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,,50.0,,,,,,,,,2529,22000.0,2529.0,22000.0,0.0,,,,,,0,,,,,,,,,,,09/09/2024 10:26
ara2_9d82e6a0,Eluru,07/26/2024,Yes,Treatment,Stocking,Chaitanya,,,,,2226.0,0.0,"Catla (Catla catla), Rohu (Labeo rohita)",9.2:0.8,,,,,,,,,,,,2226,,2226.0,,0.0,,,,,,0,,,,,,,,,,,09/01/2024 09:57
ara2_346e897c,Eluru,07/26/2024,No,Treatment,Partial harvest,Praveen,,,,,19685.0,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,60.0,,,,,,,,,,,,,,,,,,,,,Planned harvest,6000,,50000,,0,,The farmer has transferred these fish into his own breed-out pond.,,08/28/2024 06:41
ara2_03d81c1d,Eluru,07/25/2024,No,Treatment,Stocking,Praveen,Verbal communication,,,Breed-out,12469.0,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,,60.0,,,,,,,,,12469,100000.0,12469.0,100000.0,0.0,,,,,,0,,,,,,,,,,,09/10/2024 07:11
ara2_e6fe1327,Eluru,07/25/2024,Yes,Treatment,Stocking,Praveen,,,,,4222.0,4222.0,"Catla (Catla catla), Rohu (Labeo rohita), Roopchand",7:2:1,,,,,,,,,,,,4222,,4222.0,,0.0,,,,,,0,,,,,,,,,,,09/09/2024 10:22
ara2_eb39bc48,Eluru,07/25/2024,No,Treatment,Harvest,Praveen,,,,,0.0,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,1500.0,,,,,,,,,,,,,,,,,,,,,Planned harvest,75000,,0,,0,,The lease is over and the farmer has left the pond.,,08/28/2024 09:24
ara2_70e56cfa,Eluru,07/24/2024,Yes,Treatment,Stocking,Praveen,,,,,6000.0,0.0,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,,,,,,,,,,,6000,,6000.0,,0.0,,,,,,0,,,,,,,,,,,10/17/2024 09:48
ara2_70271685,Eluru,07/23/2024,No,Treatment,Stocking,Praveen,Verbal communication,,,Breed-out,4304.0,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,,50.0,,,,,,,,,4304,89000.0,4304.0,89000.0,0.0,,,,,,0,,,,,,,,,,,09/10/2024 06:49
ara2_000384fb,Eluru,07/22/2024,No,Treatment,Stocking,Praveen,Verbal communication,,,Grow-out,2708.0,0.0,"Catla (Catla catla), Rohu (Labeo rohita), Whiteleg Shrimp (Litopenaeus vannamei)",9:1,,,330.0,500.0,300.0,,,,,,,2708,30000.0,2708.0,30000.0,0.0,0.0,0.0,0.0,0.0,,0,,,,,,,,,,,11/06/2024 07:23
ara2_03d81c1d,Eluru,07/22/2024,No,Treatment,Harvest,Praveen,Verbal communication,,,,0.0,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,400.0,,,,,,,,,,,,,,,,,,,,,Planned harvest,12000,,0,,0,,"There is a difference of 20,000 fish in the stocking vs harvest numbers. We reached out to the farmer to know the reason and got to know that there were high mortalities and bird predation during this particular culture.",,09/10/2024 07:07
ara2_3ed4df8e,Eluru,07/22/2024,No,Treatment,Stocking,Praveen,Verbal communication,,,Grow-out,1996.0,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,,400.0,,,,,,,,,1996,30000.0,1996.0,30000.0,0.0,,,,,,0,,,,,,,,,,,09/10/2024 06:58
ara2_574a8c09,Eluru,07/21/2024,Yes,Treatment,Stocking,Chaitanya,,,,,2516.0,0.0,"Catla (Catla catla), Rohu (Labeo rohita)",9.3:0.7,,,,,,,,,,,,2516,,2516.0,,0.0,,,,,,0,,,,,,,,,,,09/01/2024 10:10
ara2_575536ca,Eluru,07/20/2024,No,Treatment,Harvest,Praveen,Verbal communication,,,,0.0,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,300.0,,,,,,,,,,,,,,,,,,,,,Planned harvest,6000,,0,,0,,,,11/14/2024 09:22
ara2_bd12b267,Nellore,07/20/2024,No,Treatment,Harvest,Chaitanya,Verbal communication,,,,0.0,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,850.0,,,,,,,,,,,,,,,,,,,,,Planned harvest,6375,,0,,1,Sun dry the pond bottom,,,10/29/2024 10:58
ara2_ff85ba57,Eluru,07/18/2024,No,Treatment,Stocking,Praveen,Verbal communication,,,Grow-out,2729.0,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,,200.0,,,,,,,,,2729,80000.0,2729.0,80000.0,0.0,,,,,,0,,,,,,,,,,,09/10/2024 07:30
ara2_4e2f7bb0,Eluru,07/16/2024,Yes,Treatment,Stocking,Praveen,,,,Grow-out,1554.0,0.0,"Catla (Catla catla), Rohu (Labeo rohita)",9.3:0.7,,,260.0,400.0,250.0,,,,,,,1554,,1554.0,,0.0,,,,,,0,,,,,,,,,,,11/15/2024 07:32
ara2_725e7f3b,Eluru,07/16/2024,No,Treatment,Harvest,Praveen,No receipt available,,,,253.0,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,1250.0,,,,,,,,,,,,,,,,,,,,,Planned harvest,80000,,0,,0,,"Farmer reported that 6,000 fishes escaped during harvest and are thus left in the pond.",,07/22/2024 05:58
ara2_32b91757,Eluru,07/15/2024,Yes,Treatment,Stocking,Praveen,,,,,13699.0,0.0,Rohu (Labeo rohita),10,,,,,,,,,,,,13699,,13699.0,,0.0,,,,,,0,,,,,,,,,,,09/09/2024 10:53
ara2_084db03a,Eluru,07/14/2024,No,Treatment,Harvest,Praveen,,,,,0.0,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,380.0,,,,,,,,,,,,,,,,,,,,,Planned harvest,4000,,0,,0,,,,07/22/2024 06:29
ara2_6a60fbba,Eluru,07/13/2024,No,Treatment,Harvest,Praveen,Verbal communication,,,,0.0,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,100.0,,,,,,,,,,,,,,,,,,,,,Planned harvest,9000,,0,,0,,"Of the 100000 fish, about 10,000 fish were either predated by birds or could not survive. ",,09/27/2024 04:29
ara2_cd998399,Eluru,07/12/2024,No,Treatment,Harvest,Praveen,,,,,0.0,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,1400.0,,,,,,,,,,,,,,,,,,,,,Planned harvest,115000,,0,,0,,,,07/22/2024 05:51
ara2_4b816656,Eluru,07/11/2024,Yes,Treatment,Stocking,Praveen,,,,,3333.0,0.0,"Catla (Catla catla), Rohu (Labeo rohita), Roopchand",9:0.6:0.3,,,,,,,,,,,,3333,,3333.0,,0.0,,,,,,0,,,,,,,,,,,09/14/2024 05:28
ara2_b3d128ac,Eluru,07/10/2024,Yes,,Stocking,Praveen,,,,Grow-out,2182.0,0.0,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,1200.0,3000.0,200.0,,,,,,,,,2182,,2182.0,,0.0,,,,,,0,,,,,,,,,,,06/06/2025 07:13
ara2_10a5f8e4,Eluru,07/10/2024,Yes,Treatment,Stocking,Praveen,,,,,8130.0,0.0,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,,,,,,,,,,,8130,,8130.0,,0.0,,,,,,0,,,,,,,,,,,10/17/2024 09:42
ara2_d52ddb31,Eluru,07/10/2024,No,Treatment,Stocking,Praveen,Verbal communication,,,Grow-out,2486.0,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,,360.0,500.0,350.0,,,,,,,2486,45000.0,2486.0,45000.0,0.0,,,,,,0,,,,,,,,,,,09/27/2024 04:57
ara2_7a6ae57c,Eluru,07/08/2024,Yes,Treatment,Stocking,Praveen,,,,Grow-out,1651.0,0.0,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,,250.0,,,,,,,,,1651,,1651.0,,0.0,,,,,,0,,,,,,,,,,,01/07/2025 07:37
ara2_ff85ba57,Eluru,07/05/2024,No,Treatment,Harvest,Praveen,Verbal communication,,,,0.0,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,1450.0,,,,,,,,,,,,,,,,,,,,,Planned harvest,126000,,0,,0,,,,09/10/2024 07:27
ara2_f5124b92,Eluru,07/05/2024,No,Treatment,Harvest,Praveen,,,,,0.0,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,1050.0,,,,,,,,,,,,,,,,,,,,,Planned harvest,23000,,0,,0,,,,08/28/2024 06:07
ara2_f5c44392,Eluru,07/04/2024,No,Treatment,Stocking,Praveen,,,,Grow-out,3644.0,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,,350.0,,,,,,,,,3644,43000.0,3644.0,43000.0,0.0,,,,,,0,,,,,,,,,The farmer has applied cow manure before stocking.,,07/22/2024 06:22
ara2_d52ddb31,Eluru,07/03/2024,No,Treatment,Harvest,Praveen,Verbal communication,,,,0.0,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,1900.0,,,,,,,,,,,,,,,,,,,,,Planned harvest,50000,,0,,0,,,,09/27/2024 04:22
ara2_237abe57,Nellore,07/02/2024,No,Treatment,Stocking,Chaitanya,,,,Grow-out,2778.0,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,,50.0,,,,,,,,,3333,3000.0,2778.0,2500.0,499.0,,,,,,1,Sun dried the pond bottom and added lime,,,,,,,,Reduced SD by 500 fishes because of the intervention of pond size update.,,07/17/2024 10:23
ara2_79cf3b3a,Nellore,07/01/2024,No,Treatment,Stocking,Chaitanya,,,,Grow-out,2817.0,,Roopchand,10,,,150.0,,,,,,,,,2817,8000.0,2817.0,8000.0,0.0,,,,,,0,,,,,,,,,"Stocked less, as he couldn't do pond prep. Stocked fishes from his own nursery pond",,07/17/2024 10:06
ara2_4441fb4f,Eluru,07/01/2024,No,Treatment,Stocking,Chaitanya,,,,Grow-out,2667.0,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,,250.0,,,,,,,,,2667,7600.0,2667.0,7600.0,0.0,,,,,,0,,,,,,,,,The farmer bought the fish from his own breed-out pond in a different village.,,07/09/2024 06:25
ara2_8a37ac9f,Nellore,06/28/2024,No,Treatment,Stocking,Chaitanya,,,,Grow-out,2941.0,,Roopchand,10,,,300.0,,,,,,,,,2941,12000.0,2941.0,12000.0,0.0,,,,,,0,,,,,,,,,Reduced SD as the fishes were 300gms and he didn't do pond prep. Stocked fishes are from his own nursery pond.,,07/17/2024 10:13
ara2_a6551d54,Eluru,06/28/2024,No,Treatment,Stocking,Chaitanya,,,,Rearing,71429.0,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,,10.0,,,,,,,,,71429,50000.0,71429.0,50000.0,0.0,,,,,,1,The bottom was sun dried and applied with lime.,,,,,,,,,,07/09/2024 07:13
ara2_4441fb4f,Eluru,06/26/2024,No,Treatment,Harvest,Chaitanya,,,,,0.0,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,80.0,,,,,,,,,,,,,,,,,,,,,Planned harvest,8800,,0,,0,,,,07/09/2024 06:14
ara2_88abf248,Nellore,06/23/2024,No,Treatment,Stocking,Chaitanya,,,,Grow-out,3604.0,,"Rohu (Labeo rohita), Catla (Catla catla)",9.5:0.5,,,100.0,,,,,,,,,3784,21000.0,3604.0,20000.0,999.0,,,,,,1,Sun dried the pond bottom and added zeolite and lime,,,,,,,,,,07/17/2024 09:22
ara2_933dba73,Nellore,06/23/2024,No,Assessment,Harvest,Chaitanya,,,,,0.0,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,850.0,,,,,,,,,,,,,,,,,,,,,Planned harvest,10200,,0,,1,Sun drying the pond bottom,,,07/04/2024 06:38
ara2_b0010581,Nellore,06/22/2024,No,Treatment,Harvest,Chaitanya,,,,,0.0,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,50.0,,,,,,,,,,,,,,,,,,,,,Planned harvest,4750,,0,,1,Sun drying the pond bottom,,,07/04/2024 06:41
ara2_6ec2f0e5,Eluru,06/21/2024,No,Treatment,Stocking,Chaitanya,,,,Breed-out,11650.0,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,,150.0,,,,,,,,,11650,48000.0,11650.0,48000.0,0.0,,,,,,0,,,,,,,,,The farmer got the fish from his own nursery pond.,,07/09/2024 07:03
ara2_29660d32,Eluru,06/21/2024,No,Treatment,Stocking,Chaitanya,,,,Grow-out,1364.0,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,,400.0,,,,,,,,,1364,18000.0,1364.0,18000.0,0.0,,,,,,0,,,,,,,,,The farmer used gas tablets to clear off the gases before stocking.,,07/09/2024 06:48
ara2_f5c44392,Eluru,06/21/2024,No,Treatment,Harvest,Chaitanya,,,,,0.0,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,1200.0,,,,,,,,,,,,,,,,,,,,,Planned harvest,50000,,0,,0,,The farmer did a few steps of the wet pond preparation. Mixed cow manure and applied sanitizer.,,07/09/2024 05:50
ara2_000384fb,Eluru,06/20/2024,No,Treatment,Harvest,Praveen,Verbal communication,,,,0.0,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,1000.0,,,,,,,,,,,,,,,,,,,,,Planned harvest,30000,,0,,0,,,,11/06/2024 07:16
ara2_469c3f4d,Eluru,06/20/2024,No,Treatment,Harvest,Praveen,,,,,0.0,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,600.0,,,,,,,,,,,,,,,,,,,,,Planned harvest,32000,,0,,1,The farmer is planning to dry the pond and do the dry pond preparation.,The farmer will continue the culture after preparing the pond.,,08/28/2024 09:48
ara2_626e23f2,Nellore,06/20/2024,No,Treatment,Stocking,Chaitanya,,,,Grow-out,2907.0,,"Rohu (Labeo rohita), Catla (Catla catla)",9:1,,,80.0,,,,,,,,,3140,2700.0,2907.0,2500.0,200.0,,,,,,1,"Sun dried the bottom, removed the sludge and added lime",,,,,,,,,,07/17/2024 09:50
ara2_dfe79bad,Nellore,06/20/2024,No,Treatment,Stocking,Chaitanya,,,,Grow-out,2631.0,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,,350.0,,,,,,,,,2631,5500.0,2631.0,5500.0,0.0,,,,,,1,Sun dried the bottom and added bleach,,,,,,,,Stocked from his own nursery pond,,07/17/2024 09:38
ara2_70271685,Eluru,06/19/2024,No,Treatment,Harvest,Chaitanya,,,,,0.0,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,200.0,,,,,,,,,,,,,,,,,,,,,Planned harvest,8000,,0,,0,,,,07/09/2024 05:55
ara2_d9e114a2,Eluru,06/19/2024,Yes,Treatment,Stocking,Chaitanya,,,,,11450.0,0.0,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,,,,,,,,,,,11450,,11450.0,,0.0,,,,,,0,,,,,,,,,,,06/28/2024 05:04
ara2_771be42c,Eluru,06/18/2024,Yes,Treatment,Stocking,Praveen,,,,,5375.0,0.0,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,,,,,,,,,,,5375,,5375.0,,0.0,,,,,,1,Water treatment,,,,,,,,,,09/19/2024 04:37
ara2_3ed4df8e,Eluru,06/17/2024,No,Treatment,Harvest,Praveen,,,,,0.0,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,1100.0,,,,,,,,,,,,,,,,,,,,,Planned harvest,42000,,0,,0,,There is about 9000 kg difference in the stocking and harvest numbers. The farmer thought that they have completely harvested in the previous cycle but there were about 7ooo fish left in the pond. The farmer also did not expect this.,,08/28/2024 05:54
ara2_cf4e9f1b,Nellore,06/16/2024,No,Treatment,Harvest,Chaitanya,,,,,0.0,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,900.0,,,,,,,,,,,,,,,,,,,,,Planned harvest,2700,,0,,1,Sun drying the pond bottom,,,07/04/2024 06:30
ara2_044398f2,Eluru,06/15/2024,No,Treatment,Harvest,Praveen,,,,,0.0,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,1200.0,,,,,,,,,,,,,,,,,,,,,Planned harvest,55000,,0,,0,,The farmer is moving to shrimp culture.,,08/28/2024 09:39
ara2_b32cef11,Eluru,06/13/2024,Yes,Treatment,Stocking,Praveen,,,,Grow-out,2494.0,0.0,"Catla (Catla catla), Rohu (Labeo rohita)",9.1:0.9,,,218.0,400.0,200.0,,,,,,,2494,,2494.0,,0.0,,,,,,0,,,,,,,,,,,11/15/2024 07:39
ara2_7ed0eacc,Nellore,06/11/2024,No,Treatment,Stocking,Chaitanya,,,,Grow-out,2667.0,,Roopchand,10,,,400.0,,,,,,,,,2667,2000.0,2667.0,2000.0,0.0,,,,,,0,,,,,,,,,"Stocked less, as he got 400gms fish from other farmer and stocked them immediately",,07/17/2024 08:59
ara2_efbf4092,Eluru,06/10/2024,No,Treatment,Partial harvest,Praveen,Verbal communication,,,Breed-out,2557.0,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,350.0,,,,,,,,,,,,,,,,,,,,,Planned harvest,9500,,18000,,0,,,,05/09/2025 09:27
ara2_6ec2f0e5,Eluru,06/10/2024,No,Treatment,Harvest,Chaitanya,,,,,0.0,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,1800.0,,,,,,,,,,,,,,,,,,,,,Planned harvest,21000,,0,,0,,,,07/09/2024 06:54
ara2_8a429bf1,Nellore,06/08/2024,No,Treatment,Harvest,Chaitanya,,,,,0.0,,Roopchand,,,,983.0,,,,,,,,,,,,,,,,,,,,,Planned harvest,60000,,0,,1,Sun drying the pond bottom,,,07/04/2024 06:18
ara2_ee15e2a0,Nellore,06/08/2024,No,Treatment,Harvest,Chaitanya,,,,,0.0,,Roopchand,,,,928.0,,,,,,,,,,,,,,,,,,,,,Planned harvest,13000,,0,,1,Sun drying the pond bottom,,,07/04/2024 06:14
ara2_ea9c93a5,Nellore,06/06/2024,No,Treatment,Harvest,Chaitanya,,,,,0.0,,Roopchand,,,,733.0,,,,,,,,,,,,,,,,,,,,,Planned harvest,11000,,0,,1,Sun dried the pond bottom,,,07/04/2024 06:11
ara2_6bbd0878,Nellore,06/05/2024,No,Treatment,Harvest,Chaitanya,,,,,0.0,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,40.0,,,,,,,,,,,,,,,,,,,,,Planned harvest,3800,,0,,1,Sun drying the pond bottom,,,07/04/2024 06:36
ara2_0c7bd285,Nellore,06/05/2024,No,Treatment,Harvest,Chaitanya,,,,,0.0,,Roopchand,,,,971.0,,,,,,,,,,,,,,,,,,,,,Planned harvest,3400,,0,,1,Sun drying the pond bottom,,,07/04/2024 06:24
ara2_970ce848,Eluru,06/04/2024,No,Treatment,Partial harvest,Chaitanya,,,,,2773.0,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,1000.0,,,,,,,,,,,,,,,,,,,,,Planned harvest,16000,,60000,,0,,,,06/15/2024 13:33
ara2_054e57af,Eluru,06/03/2024,No,Treatment,Harvest,Praveen,,,,,0.0,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,1100.0,,,,,,,,,,,,,,,,,,,,,Planned harvest,55000,,0,,0,,,,08/28/2024 06:48
ara2_8a37ac9f,Nellore,06/02/2024,No,Treatment,Harvest,Chaitanya,,,,,0.0,,Roopchand,,,,783.0,,,,,,,,,,,,,,,,,,,,,Planned harvest,4700,,0,,1,Sun drying the pond bottom,,,07/04/2024 06:16
ara2_cd288d30,Nellore,06/01/2024,No,Treatment,Stocking,Chaitanya,,,,Grow-out,3143.0,,"Catla (Catla catla), Rohu (Labeo rohita), Grass Carp (Ctenopharyngodon idella)",9:0.5:0.5,,,50.0,,,,,,,,,4286,3000.0,3143.0,2200.0,800.0,,,,,,1,"Sun dried the pond bottom, removed the sludge, strengthened the dykes and added lime ",,,,,,,,,,07/17/2024 08:46
ara2_84b6fb93,Eluru,05/29/2024,No,Treatment,Harvest,Praveen,Verbal communication,,,Grow-out,0.0,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,1100.0,,,,,,,,,,,,,,,,,,,,,Planned harvest,40000,,0,,1,The farmer is planning to sun dry the pond and do the pond preparation before stocking again.,,,12/27/2024 06:41
ara2_94eeabd8,Eluru,05/29/2024,Yes,Treatment,Stocking,Chaitanya,,,,,2915.0,0.0,"Catla (Catla catla), Rohu (Labeo rohita)",9.2:0.8,,,,,,,,,,,,2915,,2915.0,,0.0,,,,,,0,,,,,,,,,,,09/01/2024 10:07
ara2_44e030ef,Nellore,05/29/2024,No,Treatment,Harvest,Chaitanya,,,,,0.0,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,800.0,,,,,,,,,,,,,,,,,,,,,Planned harvest,4800,,0,,1,Sun drying the pond bottom,,,07/04/2024 06:27
ara2_237abe57,Nellore,05/28/2024,No,Treatment,Harvest,Chaitanya,,,,,0.0,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,933.0,,,,,,,,,,,,,,,,,,,,,Planned harvest,2800,,0,,1,Sun drying the pond bottom,,,07/04/2024 06:31
ara2_46286ebb,Eluru,05/27/2024,No,Treatment,Stocking,Chaitanya,,,,Grow-out,2667.0,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,,300.0,,,,,,,,,2667,,2667.0,,0.0,,,,,,0,,,,,,,,,Transferred the fish from their own breed-out pond.,,06/15/2024 13:26
ara2_29660d32,Eluru,05/26/2024,No,Treatment,Harvest,Chaitanya,,,,,0.0,,"Rohu (Labeo rohita), Catla (Catla catla)",,,,1500.0,,,,,,,,,,,,,,,,,,,,,Planned harvest,52000,,0,,0,,The farmer used gas tablets to clear off the bottom.,,07/09/2024 06:37
